Created by:,MLEM,
Model Description:, Model Peroral con Output,
LognormalPopulationOption,
Iteration,    'KE                   ', 'KA1                  ', 'V                    ', 'F                    ', 'KA2                  ', 'KE/KE                ', 'KA1/KE               ', 'KA1/KA1              ', 'V/KE                 ', 'V/KA1                ', 'V/V                  ', 'F/KE                 ', 'F/KA1                ', 'F/V                  ', 'F/F                  ', 'KA2/KE               ', 'KA2/KA1              ', 'KA2/V                ', 'KA2/F                ', 'KA2/KA2              ', 'SDslope              ', '-2LogLikelihood      ',
10,            0.241668    ,             1.52418    ,             22.7949    ,            0.854151    ,             2.07350    ,             1.89036    ,             0.00000    ,            0.250000E-01,             0.00000    ,             0.00000    ,            0.226757E-03,             0.00000    ,             0.00000    ,             0.00000    ,            0.156250    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.250000E-01,            0.492550E-01,             626.577    ,
11,            0.240896    ,             1.51857    ,             23.0250    ,            0.863132    ,             2.11641    ,             1.89036    ,             0.00000    ,            0.250000E-01,             0.00000    ,             0.00000    ,            0.226757E-03,             0.00000    ,             0.00000    ,             0.00000    ,            0.156250    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.250000E-01,            0.453764E-01,             602.462    ,
12,            0.240052    ,             1.51449    ,             23.2685    ,            0.872342    ,             2.16334    ,             1.89036    ,             0.00000    ,            0.250000E-01,             0.00000    ,             0.00000    ,            0.226757E-03,             0.00000    ,             0.00000    ,             0.00000    ,            0.156250    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.250000E-01,            0.412933E-01,             575.483    ,
13,            0.239135    ,             1.51142    ,             23.5270    ,            0.881916    ,             2.21449    ,             1.89036    ,             0.00000    ,            0.250000E-01,             0.00000    ,             0.00000    ,            0.226757E-03,             0.00000    ,             0.00000    ,             0.00000    ,            0.156250    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.250000E-01,            0.369814E-01,             545.019    ,
14,            0.238141    ,             1.50902    ,             23.8016    ,            0.891822    ,             2.27016    ,             1.89036    ,             0.00000    ,            0.250000E-01,             0.00000    ,             0.00000    ,            0.226757E-03,             0.00000    ,             0.00000    ,             0.00000    ,            0.156250    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.250000E-01,            0.324329E-01,             510.251    ,
15,            0.237070    ,             1.50717    ,             24.0928    ,            0.902212    ,             2.33054    ,             1.89036    ,             0.00000    ,            0.250000E-01,             0.00000    ,             0.00000    ,            0.226757E-03,             0.00000    ,             0.00000    ,             0.00000    ,            0.156250    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.250000E-01,            0.276549E-01,             470.133    ,
16,            0.235926    ,             1.50563    ,             24.3998    ,            0.913111    ,             2.39552    ,            0.157837E-02,             0.00000    ,            0.141704E-01,             0.00000    ,             0.00000    ,            0.484884E-03,             0.00000    ,             0.00000    ,             0.00000    ,            0.797771E-01,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.173416E-01,            0.226774E-01,             423.415    ,
17,            0.234163    ,             1.49754    ,             24.8721    ,            0.926774    ,             2.49046    ,            0.579570E-03,             0.00000    ,            0.815706E-02,             0.00000    ,             0.00000    ,            0.121942E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.416028E-01,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.122947E-01,            0.139634E-01,             153.600    ,
18,            0.232243    ,             1.49307    ,             25.3534    ,            0.942344    ,             2.59534    ,            0.211404E-03,             0.00000    ,            0.460673E-02,             0.00000    ,             0.00000    ,            0.212416E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.227679E-01,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.875621E-02,            0.628112E-02,            -37.1226    ,
19,            0.231234    ,             1.49307    ,             25.6532    ,            0.957591    ,             2.67521    ,            0.963185E-04,             0.00000    ,            0.252065E-02,             0.00000    ,             0.00000    ,            0.247414E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.135456E-01,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.566011E-02,            0.152137E-02,            -220.045    ,
20,            0.230672    ,             1.49508    ,             25.8126    ,            0.969549    ,             2.72618    ,            0.505396E-04,             0.00000    ,            0.135610E-02,             0.00000    ,             0.00000    ,            0.248958E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.875218E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.333211E-02,           -0.119682E-02,            -374.062    ,
21,            0.230312    ,             1.49749    ,             25.9033    ,            0.978006    ,             2.75722    ,            0.292631E-04,             0.00000    ,            0.725545E-03,             0.00000    ,             0.00000    ,            0.240144E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.608051E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.185003E-02,           -0.269137E-02,            -500.854    ,
22,            0.230068    ,             1.49969    ,             25.9609    ,            0.983819    ,             2.77586    ,            0.184382E-04,             0.00000    ,            0.389022E-03,             0.00000    ,             0.00000    ,            0.230398E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.449361E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.995121E-03,           -0.348448E-02,            -598.665    ,
23,            0.229914    ,             1.50146    ,             26.0007    ,            0.987883    ,             2.78707    ,            0.124984E-04,             0.00000    ,            0.210834E-03,             0.00000    ,             0.00000    ,            0.222806E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.350018E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.526635E-03,           -0.387493E-02,            -666.985    ,
24,            0.229832    ,             1.50276    ,             26.0285    ,            0.990810    ,             2.79372    ,            0.897335E-05,             0.00000    ,            0.116668E-03,             0.00000    ,             0.00000    ,            0.217838E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.284491E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.277035E-03,           -0.402996E-02,            -708.128    ,
25,            0.229795    ,             1.50363    ,             26.0485    ,            0.992968    ,             2.79752    ,            0.677368E-05,             0.00000    ,            0.670001E-04,             0.00000    ,             0.00000    ,            0.215056E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.239234E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.146677E-03,           -0.407478E-02,            -730.841    ,
26,            0.229776    ,             1.50417    ,             26.0636    ,            0.994597    ,             2.79959    ,            0.533625E-05,             0.00000    ,            0.406341E-04,             0.00000    ,             0.00000    ,            0.213544E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.206526E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.793732E-04,           -0.408840E-02,            -746.703    ,
27,            0.229764    ,             1.50451    ,             26.0758    ,            0.995850    ,             2.80069    ,            0.433441E-05,             0.00000    ,            0.263038E-04,             0.00000    ,             0.00000    ,            0.212868E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.182132E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.447502E-04,           -0.409543E-02,            -759.768    ,
28,            0.229756    ,             1.50472    ,             26.0856    ,            0.996834    ,             2.80130    ,            0.359673E-05,             0.00000    ,            0.181641E-04,             0.00000    ,             0.00000    ,            0.212734E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.163311E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.267149E-04,           -0.410162E-02,            -770.446    ,
29,            0.229750    ,             1.50487    ,             26.0937    ,            0.997624    ,             2.80166    ,            0.303318E-05,             0.00000    ,            0.132831E-04,             0.00000    ,             0.00000    ,            0.212935E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.148396E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.170575E-04,           -0.410775E-02,            -778.875    ,
30,            0.229746    ,             1.50498    ,             26.1005    ,            0.998272    ,             2.80189    ,            0.259309E-05,             0.00000    ,            0.101783E-04,             0.00000    ,             0.00000    ,            0.213344E-02,             0.00000    ,             0.00000    ,             0.00000    ,            0.136310E-02,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.116399E-04,           -0.411356E-02,            -785.334    ,
