   0
   1
   1
     0.000    100.000    
          10
          24
     0.000    100.000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000    
     1.000    3.66312       43.6093       59.6706       47.6385       27.1259       12.0520       4.39853       1.36353      0.478493       42.5292    
     2.000   0.670921E-01   6.09412       19.5036       33.7045       40.3648       37.1663       27.8633       17.6404       17.5958       39.5932    
     3.000   0.122887E-02  0.754627       3.94853       10.7468       19.9597       28.2574       32.3954       31.2470       72.6893       27.6444    
     4.000   0.225165E-04  0.919009E-01  0.673031       2.51985       6.38414       12.2665       19.0207       24.7534       134.290       14.2684    
     5.000   0.404893E-06  0.111642E-01  0.105260      0.503101       1.61944       3.94096       7.72242       12.6790       173.419       5.77194    
     6.000   0.890228E-08  0.135578E-02  0.156403E-01  0.910540E-01  0.355980       1.05003       2.49021       4.94247       191.053       1.94272    
     7.000  -0.371484E-09  0.164634E-03  0.224634E-02  0.154270E-01  0.710172E-01  0.246321      0.686187       1.59842       197.380      0.568867    
     8.000   0.725092E-09  0.199895E-04  0.314931E-03  0.249291E-02  0.132110E-01  0.526996E-01  0.168713      0.451367       199.311      0.149572    
     9.000   0.164172E-09  0.242706E-05  0.433600E-04  0.388740E-03  0.233127E-02  0.105163E-01  0.380500E-01  0.114996       199.834      0.361170E-01
    10.000   0.985266E-09  0.292508E-06  0.588774E-05  0.589566E-04  0.394794E-03  0.198734E-02  0.802059E-02  0.270278E-01   199.963      0.814191E-02
    11.000   0.126525E-07  0.906279E-08  0.820280E-06  0.871255E-05  0.647049E-04  0.359348E-03  0.160090E-02  0.595227E-02   199.992      0.173427E-02
    12.000  -0.711990E-07  0.155009E-06 -0.618733E-07  0.146481E-05  0.101166E-04  0.629761E-04  0.305382E-03  0.124310E-02   199.998      0.352452E-03
    13.000  -0.900756E-09  0.244641E-08  0.118956E-07  0.185905E-06  0.160776E-05  0.106304E-04  0.562118E-04  0.248185E-03   200.000      0.687986E-04
    14.000  -0.937108E-10  0.263676E-09  0.161329E-08  0.261800E-07  0.245384E-06  0.175036E-05  0.999190E-05  0.476124E-04   200.000      0.129478E-04
    15.000  -0.342914E-09  0.731649E-09 -0.599299E-09  0.421870E-08  0.338109E-07  0.273313E-06  0.169281E-05  0.875646E-05   200.000      0.233662E-05
    16.000   0.324222E-09 -0.684831E-09  0.790058E-09 -0.419641E-09  0.579303E-08  0.396380E-07  0.274027E-06  0.151814E-05   200.000      0.398954E-06
    17.000  -0.278566E-09  0.589180E-09 -0.652647E-09  0.801377E-09 -0.821811E-11  0.793010E-08  0.477912E-07  0.284000E-06   200.000      0.739264E-07
    18.000   0.200556E-09 -0.424089E-09  0.473349E-09 -0.515817E-09  0.720734E-09  0.548667E-09  0.942941E-08  0.517115E-07   200.000      0.134506E-07
    19.000   0.141007E-09 -0.298189E-09  0.332114E-09 -0.374611E-09  0.366248E-09 -0.854088E-09 -0.211003E-08 -0.149378E-07   200.000     -0.388176E-08
    20.000   0.106366E-09 -0.224939E-09  0.250317E-09 -0.286278E-09  0.231711E-09 -0.104790E-08 -0.451624E-08 -0.289291E-07   200.000     -0.749635E-08
    21.000   0.444144E-10 -0.939305E-10  0.104383E-09 -0.122051E-09  0.663136E-10 -0.714862E-09 -0.390453E-08 -0.243160E-07   200.000     -0.629300E-08
    22.000   0.167988E-10 -0.355291E-10  0.394185E-10 -0.472932E-10  0.111609E-10 -0.399385E-09 -0.243282E-08 -0.150990E-07   200.000     -0.390069E-08
    23.000  -0.472101E-11  0.998118E-11 -0.112018E-10  0.110356E-10 -0.309103E-10 -0.145035E-09 -0.122238E-08 -0.752216E-08   200.000     -0.193494E-08
