   0
   1
   1
     0.000    100.000    
           1
          24
     0.000    0.00000    
     1.000    42.5292    
     2.000    39.5932    
     3.000    27.6444    
     4.000    14.2684    
     5.000    5.77194    
     6.000    1.94272    
     7.000   0.568867    
     8.000   0.149572    
     9.000   0.361170E-01
    10.000   0.814191E-02
    11.000   0.173427E-02
    12.000   0.352452E-03
    13.000   0.687986E-04
    14.000   0.129478E-04
    15.000   0.233662E-05
    16.000   0.398954E-06
    17.000   0.739264E-07
    18.000   0.134506E-07
    19.000  -0.388176E-08
    20.000  -0.749635E-08
    21.000  -0.629300E-08
    22.000  -0.390069E-08
    23.000  -0.193494E-08
