Created by:,MLEM,
Model Description:, Model Peroral con Output,
NormalPopulationOption,
Iteration,    'KE                   ', 'KA1                  ', 'V                    ', 'F                    ', 'KA2                  ', 'KE/KE                ', 'KA1/KE               ', 'KA1/KA1              ', 'V/KE                 ', 'V/KA1                ', 'V/V                  ', 'F/KE                 ', 'F/KA1                ', 'F/V                  ', 'F/F                  ', 'KA2/KE               ', 'KA2/KA1              ', 'KA2/V                ', 'KA2/F                ', 'KA2/KA2              ', 'SDslope              ', '-2LogLikelihood      ',
11,            0.242364    ,             1.52701    ,             22.8371    ,            0.865109    ,             2.10148    ,            0.100000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,            0.491960E-01,             623.096    ,
12,            0.241641    ,             1.52359    ,             23.0330    ,            0.872356    ,             2.13692    ,            0.100000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,            0.459436E-01,             602.419    ,
13,            0.240891    ,             1.52073    ,             23.2355    ,            0.879915    ,             2.17483    ,            0.100000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,            0.426089E-01,             580.110    ,
14,            0.240105    ,             1.51825    ,             23.4447    ,            0.887436    ,             2.21471    ,            0.100000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,            0.391699E-01,             555.927    ,
15,            0.239291    ,             1.51619    ,             23.6611    ,            0.895218    ,             2.25691    ,            0.100000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,             0.00000    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100000    ,            0.356452E-01,             529.557    ,
16,            0.238458    ,             1.51414    ,             23.8847    ,            0.903237    ,             2.30114    ,            0.136213E-03,           -0.254047E-03,            0.558134E-01,            0.243489E-02,            0.456643E-03,            0.165347    ,            0.374844E-04,           -0.102937E-02,            0.560927E-03,            0.502933E-01,           -0.394686E-03,            0.923275E-04,           -0.263134E-02,           -0.277580E-03,            0.769743E-01,            0.320188E-01,             500.738    ,
17,            0.238194    ,             1.50703    ,             24.1249    ,            0.911810    ,             2.36193    ,            0.835128E-04,           -0.106133E-03,            0.320140E-01,            0.358632E-02,            0.479067E-02,            0.308538    ,            0.290393E-04,           -0.140601E-02,            0.918308E-03,            0.264883E-01,           -0.328508E-03,            0.140995E-02,           -0.508992E-02,           -0.615794E-03,            0.591118E-01,            0.260089E-01,             289.190    ,
18,            0.237319    ,             1.51138    ,             24.3642    ,            0.917818    ,             2.42764    ,            0.581454E-04,            0.126661E-04,            0.193877E-01,            0.447371E-02,            0.144703E-01,            0.546085    ,            0.326123E-04,           -0.145354E-02,            0.214216E-02,            0.145883E-01,           -0.229475E-03,            0.162966E-02,           -0.381534E-02,           -0.636916E-03,            0.453097E-01,            0.194760E-01,             199.264    ,
19,            0.236083    ,             1.52174    ,             24.5858    ,            0.922086    ,             2.49546    ,            0.390390E-04,            0.983184E-04,            0.128538E-01,            0.482349E-02,            0.303907E-01,            0.867070    ,            0.363035E-04,           -0.130432E-02,            0.428673E-02,            0.858730E-02,           -0.113722E-03,            0.171071E-02,            0.526693E-02,           -0.521380E-03,            0.345834E-01,            0.132434E-01,             97.6920    ,
20,            0.234727    ,             1.53353    ,             24.7766    ,            0.925206    ,             2.56100    ,            0.240304E-04,            0.137789E-03,            0.971911E-02,            0.451969E-02,            0.502316E-01,             1.22330    ,            0.356911E-04,           -0.105640E-02,            0.692538E-02,            0.553203E-02,           -0.225433E-04,            0.211376E-02,            0.213590E-01,           -0.347481E-03,            0.263765E-01,            0.783014E-02,            -16.6253    ,
21,            0.233446    ,             1.54366    ,             24.9289    ,            0.927649    ,             2.61922    ,            0.134950E-04,            0.133184E-03,            0.832320E-02,            0.371791E-02,            0.689426E-01,             1.54529    ,            0.308944E-04,           -0.781316E-03,            0.950960E-02,            0.394771E-02,            0.206787E-04,            0.264337E-02,            0.378896E-01,           -0.156115E-03,            0.200554E-01,            0.356511E-02,            -140.968    ,
22,            0.232370    ,             1.55053    ,             25.0426    ,            0.929803    ,             2.66656    ,            0.711998E-05,            0.103875E-03,            0.760847E-02,            0.274659E-02,            0.821534E-01,             1.78180    ,            0.243800E-04,           -0.531838E-03,            0.117228E-01,            0.310878E-02,            0.257652E-04,            0.290997E-02,            0.478210E-01,            0.150922E-05,            0.149207E-01,            0.515939E-03,            -267.992    ,
23,            0.231542    ,             1.55405    ,             25.1249    ,            0.931932    ,             2.70261    ,            0.371133E-05,            0.701613E-04,            0.702617E-02,            0.187924E-02,            0.884576E-01,             1.92096    ,            0.182536E-04,           -0.325989E-03,            0.135562E-01,            0.266103E-02,            0.154711E-04,            0.276715E-02,            0.489901E-01,            0.101821E-03,            0.106638E-01,           -0.148472E-02,            -387.624    ,
24,            0.230940    ,             1.55498    ,             25.1873    ,            0.934226    ,             2.72930    ,            0.201269E-05,            0.427963E-04,            0.640763E-02,            0.122660E-02,            0.891324E-01,             1.98112    ,            0.134144E-04,           -0.163349E-03,            0.150997E-01,            0.242583E-02,            0.478076E-05,            0.235658E-02,            0.440185E-01,            0.143281E-03,            0.729993E-02,           -0.271672E-02,            -490.995    ,
25,            0.230518    ,             1.55417    ,             25.2395    ,            0.936785    ,             2.74900    ,            0.117975E-05,            0.238636E-04,            0.574459E-02,            0.779793E-03,            0.860623E-01,             1.98652    ,            0.992988E-05,           -0.401088E-04,            0.164215E-01,            0.230936E-02,           -0.200012E-05,            0.186431E-02,            0.363390E-01,            0.144119E-03,            0.482800E-02,           -0.343903E-02,            -573.214    ,
26,            0.230236    ,             1.55215    ,             25.2861    ,            0.939633    ,             2.76351    ,            0.759333E-06,            0.120487E-04,            0.506594E-02,            0.491800E-03,            0.808152E-01,             1.95788    ,            0.758475E-05,            0.521638E-04,            0.176022E-01,            0.226025E-02,           -0.500031E-05,            0.140041E-02,            0.282986E-01,            0.121616E-03,            0.311000E-02,           -0.383196E-02,            -632.700    ,
27,            0.230064    ,             1.54913    ,             25.3284    ,            0.942706    ,             2.77407    ,            0.531613E-06,            0.534082E-05,            0.439388E-02,            0.314321E-03,            0.744509E-01,             1.91256    ,            0.608133E-05,            0.124940E-03,            0.188010E-01,            0.225199E-02,           -0.548660E-05,            0.100674E-02,            0.210953E-01,            0.928500E-04,            0.196735E-02,           -0.400828E-02,            -669.636    ,
28,            0.229967    ,             1.54542    ,             25.3666    ,            0.945901    ,             2.78171    ,            0.397791E-06,            0.180930E-05,            0.374853E-02,            0.207449E-03,            0.676618E-01,             1.86311    ,            0.507811E-05,            0.185046E-03,            0.200756E-01,            0.226546E-02,           -0.483644E-05,            0.692708E-03,            0.151037E-01,            0.652062E-04,            0.122882E-02,           -0.406473E-02,            -688.835    ,
29,            0.229911    ,             1.54146    ,             25.4022    ,            0.949114    ,             2.78724    ,            0.314650E-06,            0.350030E-07,            0.314744E-02,            0.142976E-03,            0.608279E-01,             1.81471    ,            0.438567E-05,            0.234881E-03,            0.214568E-01,            0.229169E-02,           -0.397313E-05,            0.458203E-03,            0.104028E-01,            0.419598E-04,            0.763329E-03,           -0.407971E-02,            -700.539    ,
30,            0.229875    ,             1.53755    ,             25.4365    ,            0.952308    ,             2.79126    ,            0.259592E-06,           -0.850007E-06,            0.260496E-02,            0.102471E-03,            0.541946E-01,             1.76917    ,            0.388848E-05,            0.275098E-03,            0.229377E-01,            0.232691E-02,           -0.322126E-05,            0.294139E-03,            0.690379E-02,            0.227107E-04,            0.476786E-03,           -0.408431E-02,            -710.427    ,
