Plot-Time     ,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24
5.95142,8.00505,8.24529,7.76641,7.60513,8.40748,8.64351,7.36655,7.6837,8.32646,8.22755,8.38967,8.22629,7.39085,7.68478,7.09692,6.79946,7.98164,7.76138,7.02107,7.61333,7.16838,7.67072,7.96749,7.08311
5.96356,7.98278,8.22235,7.74481,7.58398,8.3841,8.61946,7.34606,7.66233,8.3033,8.20466,8.36633,8.20341,7.37023,7.66334,7.07712,6.78049,7.95937,7.73973,7.00148,7.59209,7.14838,7.64933,7.94526,7.06335
5.97571,7.96058,8.19948,7.72326,7.56288,8.36077,8.59548,7.32562,7.64101,8.2802,8.18183,8.34306,8.18058,7.34967,7.64196,7.05738,6.76158,7.93717,7.71814,6.98195,7.57091,7.12844,7.62799,7.9231,7.04364
5.98785,7.93843,8.17667,7.70178,7.54184,8.33751,8.57157,7.30524,7.61975,8.25717,8.15907,8.31985,8.15783,7.32917,7.62064,7.03769,6.74272,7.91503,7.69661,6.96247,7.54979,7.10856,7.60671,7.90099,7.02399
6,7.91634,8.15392,7.68035,7.52086,8.31432,8.54772,7.28492,7.59855,8.2342,8.13637,8.2967,8.13513,7.30872,7.59938,7.01806,6.72391,7.89295,7.67514,6.94305,7.52873,7.08873,7.58549,7.87895,7.0044
6.01215,7.89432,8.13123,7.65898,7.49993,8.29119,8.52394,7.26465,7.57741,8.21129,8.11373,8.27361,8.11249,7.28834,7.57819,6.99848,6.70515,7.87093,7.65373,6.92368,7.50773,7.06895,7.56433,7.85697,6.98486
6.02429,7.87236,8.10861,7.63767,7.47907,8.26812,8.50023,7.24444,7.55633,8.18844,8.09116,8.25059,8.08992,7.268,7.55704,6.97896,6.68644,7.84897,7.63238,6.90437,7.48678,7.04923,7.54323,7.83505,6.96537
6.03644,7.85045,8.08605,7.61642,7.45826,8.24511,8.47657,7.22428,7.53531,8.16566,8.06864,8.22764,8.06741,7.24773,7.53596,6.95949,6.66779,7.82708,7.61109,6.88511,7.4659,7.02957,7.52218,7.8132,6.94594
6.04858,7.82861,8.06355,7.59523,7.4375,8.22217,8.45299,7.20418,7.51434,8.14294,8.04619,8.20474,8.04496,7.22751,7.51494,6.94008,6.64919,7.80524,7.58986,6.8659,7.44507,7.00996,7.5012,7.7914,6.92657
6.06073,7.80682,8.04111,7.5741,7.41681,8.19929,8.42947,7.18414,7.49343,8.12028,8.0238,8.18191,8.02258,7.20735,7.49398,6.92072,6.63064,7.78347,7.56868,6.84675,7.4243,6.9904,7.48027,7.76967,6.90725
6.07287,7.7851,8.01873,7.55302,7.39617,8.17648,8.40601,7.16414,7.47258,8.09768,8.00147,8.15914,8.00025,7.18724,7.47307,6.90141,6.61214,7.76176,7.54757,6.82765,7.40359,6.9709,7.45941,7.74799,6.88798
6.08502,7.76343,7.99642,7.532,7.37559,8.15372,8.38262,7.14421,7.45178,8.07515,7.9792,8.13644,7.97799,7.16719,7.45223,6.88216,6.5937,7.7401,7.52651,6.8086,7.38294,6.95146,7.4386,7.72638,6.86876
6.09717,7.74183,7.97416,7.51104,7.35506,8.13103,8.35929,7.12433,7.43104,8.05268,7.957,8.11379,7.95578,7.1472,7.43144,6.86296,6.57531,7.71851,7.50552,6.78961,7.36234,6.93206,7.41785,7.70483,6.8496
6.10931,7.72028,7.95197,7.49014,7.33459,8.1084,8.33602,7.1045,7.41036,8.03026,7.93485,8.09121,7.93364,7.12726,7.41071,6.84382,6.55696,7.69698,7.48458,6.77066,7.34181,6.91273,7.39715,7.68333,6.83049
6.12146,7.6988,7.92984,7.46929,7.31418,8.08584,8.31282,7.08473,7.38974,8.00792,7.91277,8.06869,7.91156,7.10738,7.39003,6.82472,6.53867,7.67551,7.4637,6.75178,7.32132,6.89344,7.37652,7.6619,6.81144
6.1336,7.67737,7.90777,7.4485,7.29382,8.06333,8.28969,7.06501,7.36917,7.98563,7.89074,8.04623,7.88954,7.08755,7.36942,6.80569,6.52043,7.6541,7.44288,6.73294,7.3009,6.87421,7.35594,7.64052,6.79244
6.14575,7.656,7.88576,7.42777,7.27352,8.04089,8.26661,7.04534,7.34866,7.9634,7.86878,8.02384,7.86758,7.06778,7.34886,6.7867,6.50224,7.63274,7.42212,6.71416,7.28053,6.85504,7.33542,7.61921,6.77349
6.15789,7.63469,7.86381,7.40709,7.25327,8.01851,8.2436,7.02573,7.32821,7.94124,7.84688,8.0015,7.84568,7.04806,7.32836,6.76777,6.4841,7.61145,7.40141,6.69543,7.26022,6.83591,7.31496,7.59796,6.75459
6.17004,7.61344,7.84192,7.38648,7.23308,7.99619,8.22066,7.00618,7.30781,7.91913,7.82503,7.97923,7.82384,7.0284,7.30792,6.74889,6.46601,7.59022,7.38077,6.67675,7.23997,6.81684,7.29455,7.57676,6.73575
6.18219,7.59225,7.82009,7.36592,7.21295,7.97393,8.19777,6.98668,7.28746,7.89709,7.80325,7.95702,7.80206,7.0088,7.28753,6.73006,6.44798,7.56904,7.36018,6.65813,7.21977,6.79783,7.2742,7.55562,6.71696
6.19433,7.57111,7.79832,7.34541,7.19287,7.95173,8.17495,6.96723,7.26718,7.8751,7.78153,7.93487,7.78034,6.98924,7.2672,6.71129,6.42999,7.54793,7.33964,6.63955,7.19963,6.77886,7.25391,7.53455,6.69822
6.20648,7.55003,7.77661,7.32496,7.17285,7.9296,8.15219,6.94783,7.24695,7.85318,7.75987,7.91278,7.75868,6.96975,7.24693,6.69257,6.41205,7.52687,7.31917,6.62103,7.17955,6.75995,7.23367,7.51353,6.67954
6.21862,7.52902,7.75496,7.30457,7.15288,7.90752,8.1295,6.92849,7.22677,7.83132,7.73826,7.89075,7.73708,6.9503,7.22671,6.6739,6.39417,7.50588,7.29875,6.60256,7.15952,6.7411,7.2135,7.49257,6.6609
6.23077,7.50806,7.73337,7.28424,7.13297,7.88551,8.10687,6.9092,7.20665,7.80952,7.71672,7.86878,7.71554,6.93092,7.20655,6.65528,6.37633,7.48494,7.27839,6.58414,7.13955,6.72229,7.19337,7.47167,6.64232
6.24292,7.48715,7.71184,7.26396,7.11311,7.86355,8.0843,6.88996,7.18659,7.78777,7.69523,7.84687,7.69406,6.91158,7.18645,6.63671,6.35854,7.46406,7.25809,6.56578,7.11963,6.70354,7.17331,7.45082,6.62379
6.25506,7.46631,7.69037,7.24373,7.0933,7.84166,8.06179,6.87078,7.16658,7.76609,7.67381,7.82503,7.67264,6.8923,7.1664,6.6182,6.3408,7.44324,7.23784,6.54746,7.09977,6.68484,7.1533,7.43004,6.60531
6.26721,7.44552,7.66896,7.22356,7.07355,7.81983,8.03934,6.85165,7.14663,7.74447,7.65244,7.80324,7.65127,6.87307,7.14641,6.59974,6.32311,7.42247,7.21765,6.52919,7.07997,6.66619,7.13334,7.40931,6.58689
6.27935,7.42479,7.64761,7.20345,7.05386,7.79805,8.01696,6.83258,7.12673,7.72291,7.63113,7.78151,7.62997,6.8539,7.12647,6.58133,6.30547,7.40177,7.19751,6.51098,7.06022,6.64759,7.11344,7.38864,6.56851
6.2915,7.40411,7.62631,7.18339,7.03422,7.77634,7.99463,6.81355,7.10688,7.7014,7.60989,7.75984,7.60872,6.83478,7.10659,6.56297,6.28788,7.38112,7.17744,6.49282,7.04052,6.62905,7.0936,7.36803,6.55019
6.30364,7.3835,7.60508,7.16339,7.01463,7.75469,7.97237,6.79458,7.0871,7.67996,7.5887,7.73824,7.58753,6.81571,7.08677,6.54466,6.27034,7.36053,7.15741,6.4747,7.02088,6.61056,7.07381,7.34748,6.53192
6.31579,7.36294,7.5839,7.14345,6.9951,7.73309,7.95017,6.77566,7.06736,7.65857,7.56756,7.71669,7.56641,6.7967,7.067,6.5264,6.25285,7.33999,7.13745,6.45664,7.00129,6.59212,7.05408,7.32698,6.5137
6.32794,7.34243,7.56278,7.12355,6.97562,7.71156,7.92803,6.75679,7.04768,7.63725,7.54649,7.6952,7.54534,6.77774,7.04728,6.50819,6.23541,7.31952,7.11754,6.43863,6.98176,6.57373,7.0344,7.30654,6.49552
6.34008,7.32199,7.54172,7.10372,6.95619,7.69009,7.90596,6.73798,7.02806,7.61598,7.52547,7.67377,7.52432,6.75883,7.02762,6.49004,6.21801,7.2991,7.09768,6.42067,6.96229,6.55539,7.01477,7.28616,6.4774
6.35223,7.3016,7.52072,7.08393,6.93682,7.66867,7.88394,6.71921,7.00848,7.59477,7.50452,7.6524,7.50337,6.73998,7.00802,6.47193,6.20067,7.27874,7.07788,6.40276,6.94286,6.5371,6.99521,7.26583,6.45934
6.36437,7.28126,7.49978,7.06421,6.9175,7.64731,7.86198,6.7005,6.98897,7.57362,7.48362,7.63109,7.48247,6.72118,6.98847,6.45388,6.18337,7.25843,7.05814,6.3849,6.9235,6.51886,6.97569,7.24556,6.44132
6.37652,7.26099,7.47889,7.04453,6.89824,7.62602,7.84009,6.68184,6.9695,7.55253,7.46278,7.60984,7.46163,6.70243,6.96898,6.43588,6.16612,7.23819,7.03845,6.36709,6.90418,6.50068,6.95623,7.22535,6.42335
6.38866,7.24076,7.45806,7.02491,6.87903,7.60478,7.81825,6.66323,6.95009,7.53149,7.44199,7.58864,7.44085,6.68373,6.94953,6.41792,6.14892,7.21799,7.01881,6.34932,6.88492,6.48255,6.93683,7.2052,6.40543
6.40081,7.2206,7.43729,7.00535,6.85987,7.5836,7.79648,6.64467,6.93073,7.51052,7.42126,7.56751,7.42013,6.66508,6.93015,6.40002,6.13177,7.19786,6.99923,6.33161,6.86572,6.46446,6.91748,7.1851,6.38756
6.41296,7.20049,7.41658,6.98584,6.84076,7.56248,7.77477,6.62617,6.91143,7.4896,7.40059,7.54643,7.39946,6.64649,6.91082,6.38217,6.11466,7.17778,6.97971,6.31395,6.84656,6.44643,6.89818,7.16505,6.36974
6.4251,7.18043,7.39592,6.96638,6.82171,7.54141,7.75311,6.60771,6.89218,7.46874,7.37998,7.52541,7.37885,6.62795,6.89154,6.36436,6.0976,7.15776,6.96024,6.29634,6.82746,6.42844,6.87893,7.14506,6.35197
6.43725,7.16043,7.37532,6.94698,6.80271,7.52041,7.73152,6.58931,6.87298,7.44794,7.35943,7.50445,7.3583,6.60946,6.87231,6.34661,6.08059,7.13779,6.94082,6.27877,6.80842,6.41051,6.85975,7.12513,6.33425
6.44939,7.14049,7.35478,6.92763,6.78376,7.49946,7.70998,6.57095,6.85384,7.42719,7.33893,7.48355,7.3378,6.59102,6.85314,6.3289,6.06363,7.11788,6.92146,6.26126,6.78943,6.39263,6.84061,7.10526,6.31658
6.46154,7.1206,7.33429,6.90833,6.76487,7.47857,7.6885,6.55265,6.83475,7.4065,7.31848,7.4627,7.31736,6.57264,6.83402,6.31125,6.04672,7.09802,6.90215,6.24379,6.77049,6.3748,6.82153,7.08543,6.29896
6.47368,7.10076,7.31386,6.88909,6.74602,7.45774,7.66709,6.5344,6.81571,7.38587,7.2981,7.44191,7.29698,6.5543,6.81496,6.29364,6.02985,7.07822,6.8829,6.22637,6.7516,6.35701,6.8025,7.06567,6.28139
6.48583,7.08098,7.29349,6.8699,6.72723,7.43697,7.64573,6.5162,6.79673,7.3653,7.27777,7.42118,7.27665,6.53602,6.79595,6.27608,6.01303,7.05847,6.8637,6.209,6.73276,6.33928,6.78352,7.04596,6.26387
6.49798,7.06126,7.27317,6.85076,6.70849,7.41625,7.62443,6.49805,6.77779,7.34478,7.25749,7.40051,7.25638,6.51778,6.77699,6.25858,5.99625,7.03878,6.84455,6.19168,6.71398,6.32159,6.7646,7.0263,6.24639
6.51012,7.04159,7.25291,6.83168,6.6898,7.39559,7.60319,6.47994,6.75891,7.32432,7.23728,7.3799,7.23617,6.4996,6.75808,6.24112,5.97953,7.01915,6.82545,6.17441,6.69525,6.30396,6.74573,7.0067,6.22897
6.52227,7.02197,7.2327,6.81265,6.67117,7.37499,7.58201,6.46189,6.74008,7.30392,7.21712,7.35934,7.21601,6.48147,6.73923,6.22371,5.96285,6.99957,6.80641,6.15718,6.67658,6.28637,6.72691,6.98716,6.21159
6.53441,7.00241,7.21256,6.79367,6.65258,7.35445,7.56089,6.44389,6.72131,7.28357,7.19701,7.33884,7.19591,6.46339,6.72043,6.20635,5.94621,6.98004,6.78743,6.14001,6.65795,6.26884,6.70814,6.96766,6.19426
6.54656,6.9829,7.19246,6.77474,6.63405,7.33396,7.53983,6.42594,6.70258,7.26328,7.17696,7.31839,7.17586,6.44536,6.70168,6.18903,5.92962,6.96057,6.76849,6.12288,6.63938,6.25135,6.68943,6.94823,6.17698
6.5587,6.96345,7.17242,6.75587,6.61557,7.31353,7.51882,6.40804,6.68391,7.24305,7.15696,7.298,7.15587,6.42738,6.68299,6.17177,5.91308,6.94115,6.74961,6.1058,6.62086,6.23391,6.67077,6.92884,6.15975
6.57085,6.94405,7.15244,6.73705,6.59714,7.29315,7.49787,6.39019,6.66529,7.22287,7.13702,7.27767,7.13593,6.40945,6.66435,6.15455,5.89659,6.92179,6.73078,6.08877,6.60239,6.21652,6.65216,6.90952,6.14257
6.583,6.9247,7.13252,6.71828,6.57876,7.27283,7.47699,6.37238,6.64672,7.20274,7.11714,7.25739,7.11605,6.39157,6.64576,6.13738,5.88014,6.90248,6.71201,6.07178,6.58397,6.19918,6.6336,6.89024,6.12543
6.59514,6.90541,7.11264,6.69956,6.56043,7.25257,7.45615,6.35463,6.6282,7.18268,7.09731,7.23717,7.09622,6.37374,6.62722,6.12026,5.86373,6.88322,6.69328,6.05484,6.5656,6.18189,6.6151,6.87102,6.10835
6.60729,6.88617,7.09283,6.6809,6.54215,7.23236,7.43538,6.33692,6.60973,7.16266,7.07754,7.21701,7.07645,6.35596,6.60873,6.10319,5.84738,6.86402,6.67461,6.03795,6.54729,6.16464,6.59664,6.85185,6.09131
6.61943,6.86699,7.07306,6.66228,6.52392,7.21221,7.41466,6.31927,6.59132,7.14271,7.05782,7.1969,7.05674,6.33823,6.59029,6.08616,5.83107,6.84487,6.65599,6.02111,6.52902,6.14744,6.57824,6.83274,6.07431
6.63158,6.84785,7.05336,6.64372,6.50575,7.19212,7.394,6.30166,6.57295,7.12281,7.03815,7.17685,7.03707,6.32055,6.57191,6.06918,5.8148,6.82578,6.63742,6.00431,6.51081,6.13029,6.55989,6.81368,6.05737
6.64372,6.82877,7.0337,6.62521,6.48762,7.17208,7.3734,6.2841,6.55464,7.10296,7.01854,7.15685,7.01747,6.30292,6.55358,6.05225,5.79858,6.80674,6.61891,5.98756,6.49264,6.11319,6.54159,6.79467,6.04047
6.65587,6.80975,7.01411,6.60675,6.46954,7.15209,7.35286,6.26659,6.53637,7.08317,6.99898,7.13691,6.99791,6.28533,6.53529,6.03537,5.7824,6.78775,6.60044,5.97086,6.47453,6.09614,6.52334,6.77571,6.02362
6.66802,6.79077,6.99456,6.58834,6.45152,7.13217,7.33237,6.24913,6.51816,7.06343,6.97948,7.11702,6.97841,6.2678,6.51706,6.01853,5.76627,6.76882,6.58203,5.9542,6.45647,6.07913,6.50515,6.75681,6.00682
6.68016,6.77185,6.97507,6.56998,6.43354,7.11229,7.31194,6.23172,6.5,7.04375,6.96003,7.09719,6.95897,6.25031,6.49888,6.00174,5.75019,6.74993,6.56367,5.93759,6.43846,6.06218,6.487,6.73796,5.99006
6.69231,6.75298,6.95564,6.55167,6.41561,7.09247,7.29156,6.21436,6.48189,7.02412,6.94064,7.07742,6.93958,6.23288,6.48075,5.985,5.73414,6.7311,6.54536,5.92103,6.4205,6.04526,6.4689,6.71917,5.97335
6.70445,6.73416,6.93625,6.53342,6.39773,7.07271,7.27124,6.19704,6.46382,7.00455,6.9213,7.05769,6.92024,6.21549,6.46267,5.96831,5.71815,6.71233,6.5271,5.90451,6.40259,6.0284,6.45086,6.70042,5.95669
6.7166,6.7154,6.91693,6.51521,6.37991,7.053,7.25098,6.17977,6.44581,6.98503,6.90201,7.03803,6.90095,6.19815,6.44465,5.95166,5.7022,6.6936,6.50889,5.88804,6.38473,6.01158,6.43286,6.68173,5.94007
6.72874,6.69668,6.89765,6.49706,6.36213,7.03335,7.23078,6.16255,6.42785,6.96557,6.88278,7.01841,6.88172,6.18086,6.42667,5.93505,5.68629,6.67493,6.49073,5.87162,6.36692,5.99481,6.41492,6.66309,5.9235
6.74089,6.67802,6.87843,6.47895,6.3444,7.01375,7.21063,6.14538,6.40994,6.94616,6.8636,6.99886,6.86255,6.16362,6.40874,5.9185,5.67043,6.65631,6.47263,5.85524,6.34916,5.97809,6.39702,6.64451,5.90697
6.75304,6.65941,6.85926,6.4609,6.32672,6.9942,7.19053,6.12825,6.39208,6.9268,6.84447,6.97935,6.84342,6.14642,6.39086,5.90199,5.65461,6.63774,6.45457,5.8389,6.33144,5.96141,6.37917,6.62597,5.8905
6.76518,6.64085,6.84015,6.44289,6.30909,6.97471,7.17049,6.11117,6.37426,6.9075,6.8254,6.9599,6.82435,6.12928,6.37303,5.88552,5.63883,6.61922,6.43656,5.82261,6.31378,5.94478,6.36138,6.60749,5.87406
6.77733,6.62235,6.82108,6.42494,6.2915,6.95527,7.15051,6.09414,6.3565,6.88825,6.80637,6.9405,6.80533,6.11218,6.35525,5.8691,5.6231,6.60076,6.41861,5.80637,6.29617,5.9282,6.34363,6.58905,5.85768
6.78947,6.60389,6.80207,6.40703,6.27397,6.93589,7.13058,6.07716,6.33878,6.86905,6.78741,6.92116,6.78637,6.09513,6.33753,5.85273,5.60742,6.58234,6.4007,5.79017,6.2786,5.91166,6.32594,6.57067,5.84134
6.80162,6.58549,6.78312,6.38917,6.25649,6.91656,7.11071,6.06022,6.32112,6.84991,6.76849,6.90187,6.76745,6.07813,6.31985,5.8364,5.59178,6.56398,6.38285,5.77402,6.26109,5.89517,6.30829,6.55234,5.82504
6.81377,6.56713,6.76421,6.37137,6.23905,6.89729,7.09089,6.04333,6.3035,6.83082,6.74963,6.88264,6.74859,6.06117,6.30222,5.82012,5.57618,6.54567,6.36504,5.75791,6.24362,5.87873,6.29069,6.53406,5.80879
6.82591,6.54883,6.74536,6.35361,6.22166,6.87806,7.07113,6.02649,6.28593,6.81178,6.73081,6.86346,6.72978,6.04426,6.28464,5.80389,5.56062,6.52741,6.34729,5.74185,6.22621,5.86233,6.27314,6.51584,5.79259
6.83806,6.53058,6.72656,6.3359,6.20432,6.85889,7.05142,6.0097,6.26841,6.79279,6.71206,6.84433,6.71103,6.0274,6.2671,5.7877,5.54511,6.5092,6.32958,5.72583,6.20884,5.84597,6.25564,6.49766,5.77643
6.8502,6.51238,6.70781,6.31825,6.18703,6.83978,7.03177,5.99295,6.25094,6.77386,6.69335,6.82525,6.69232,6.01059,6.24962,5.77155,5.52964,6.49104,6.31192,5.70986,6.19152,5.82966,6.23819,6.47953,5.76031
6.86235,6.49423,6.68912,6.30064,6.16979,6.82071,7.01217,5.97624,6.23352,6.75498,6.67469,6.80623,6.67367,5.99382,6.23219,5.75545,5.51421,6.47294,6.29431,5.69393,6.17424,5.8134,6.22079,6.46146,5.74425
6.87449,6.47613,6.67048,6.28308,6.15259,6.8017,6.99263,5.95959,6.21615,6.73616,6.65609,6.78726,6.65507,5.9771,6.2148,5.73939,5.49883,6.45488,6.27676,5.67805,6.15702,5.79718,6.20344,6.44343,5.72822
6.88664,6.45808,6.65188,6.26556,6.13544,6.78275,6.97314,5.94298,6.19882,6.71738,6.63754,6.76834,6.63652,5.96043,6.19746,5.72338,5.48349,6.43687,6.25925,5.66221,6.13985,5.78101,6.18613,6.42546,5.71224
6.89879,6.44008,6.63334,6.2481,6.11834,6.76384,6.9537,5.92641,6.18155,6.69866,6.61904,6.74948,6.61802,5.9438,6.18018,5.70742,5.4682,6.41892,6.24179,5.64641,6.12272,5.76489,6.16888,6.40753,5.69631
6.91093,6.42213,6.61485,6.23069,6.10129,6.74499,6.93432,5.90989,6.16432,6.67999,6.60059,6.73066,6.59958,5.92722,6.16294,5.6915,5.45294,6.40101,6.22437,5.63066,6.10564,5.7488,6.15167,6.38966,5.68042
6.92308,6.40423,6.59642,6.21332,6.08428,6.72619,6.91499,5.89342,6.14713,6.66137,6.58219,6.7119,6.58118,5.91068,6.14574,5.67562,5.43773,6.38315,6.20701,5.61495,6.0886,5.73277,6.13451,6.37183,5.66457
6.93522,6.38638,6.57803,6.196,6.06732,6.70744,6.89572,5.87699,6.13,6.6428,6.56384,6.69319,6.56284,5.89419,6.1286,5.65979,5.42256,6.36535,6.18969,5.59929,6.07162,5.71677,6.11739,6.35406,5.64877
6.94737,6.36857,6.5597,6.17873,6.05041,6.68875,6.8765,5.86061,6.11291,6.62429,6.54555,6.67454,6.54454,5.87775,6.1115,5.644,5.40743,6.34759,6.17243,5.58367,6.05468,5.70083,6.10033,6.33633,5.63301
6.95951,6.35082,6.54141,6.16151,6.03355,6.6701,6.85733,5.84428,6.09587,6.60582,6.5273,6.65593,6.5263,5.86135,6.09445,5.62825,5.39235,6.32988,6.15521,5.56809,6.03779,5.68492,6.08331,6.31866,5.6173
6.97166,6.33312,6.52318,6.14433,6.01673,6.65151,6.83822,5.82799,6.07888,6.58741,6.50911,6.63738,6.50811,5.845,6.07745,5.61255,5.37731,6.31222,6.13804,5.55256,6.02095,5.66907,6.06634,6.30103,5.60163
6.98381,6.31547,6.50499,6.12721,5.99996,6.63297,6.81916,5.81174,6.06194,6.56905,6.49096,6.61888,6.48997,5.8287,6.0605,5.5969,5.36231,6.29461,6.12092,5.53707,6.00415,5.65325,6.04942,6.28345,5.586
6.99595,6.29786,6.48686,6.11013,5.98323,6.61448,6.80015,5.79554,6.04504,6.55073,6.47287,6.60043,6.47188,5.81244,6.04359,5.58128,5.34735,6.27706,6.10384,5.52163,5.9874,5.63748,6.03254,6.26593,5.57042
7.0081,6.28031,6.46878,6.09309,5.96655,6.59604,6.78119,5.77939,6.02819,6.53247,6.45483,6.58203,6.45384,5.79622,6.02673,5.56571,5.33243,6.25954,6.08681,5.50622,5.9707,5.62175,6.01571,6.24845,5.55488
7.02024,6.2628,6.45075,6.07611,5.94992,6.57765,6.76229,5.76328,6.01139,6.51426,6.43683,6.56368,6.43584,5.78005,6.00992,5.55019,5.31755,6.24208,6.06983,5.49086,5.95404,5.60607,5.99893,6.23102,5.53938
7.03239,6.24534,6.43276,6.05917,5.93334,6.55932,6.74344,5.74721,5.99463,6.49611,6.41889,6.54538,6.4179,5.76393,5.99316,5.5347,5.30272,6.22467,6.0529,5.47554,5.93744,5.59043,5.9822,6.21363,5.52393
7.04453,6.22793,6.41483,6.04228,5.9168,6.54103,6.72464,5.73119,5.97792,6.478,6.40099,6.52714,6.40001,5.74785,5.97644,5.51926,5.28793,6.20731,6.03601,5.46027,5.92087,5.57484,5.96551,6.1963,5.50852
7.05668,6.21057,6.39695,6.02544,5.9003,6.5228,6.70589,5.71521,5.96125,6.45994,6.38315,6.50894,6.38217,5.73182,5.95976,5.50387,5.27318,6.18999,6.01918,5.44504,5.90436,5.55929,5.94887,6.17901,5.49315
7.06883,6.19326,6.37912,6.00864,5.88385,6.50462,6.6872,5.69928,5.94463,6.44193,6.36536,6.4908,6.36438,5.71583,5.94314,5.48851,5.25847,6.17272,6.00239,5.42985,5.88788,5.54378,5.93227,6.16178,5.47783
7.08097,6.17599,6.36133,5.99189,5.86745,6.48648,6.66856,5.68339,5.92806,6.42397,6.34761,6.4727,6.34664,5.69988,5.92656,5.4732,5.2438,6.1555,5.98564,5.4147,5.87146,5.52831,5.91572,6.14459,5.46255
7.09312,6.15878,6.3436,5.97519,5.85109,6.4684,6.64997,5.66755,5.91154,6.40606,6.32992,6.45466,6.32894,5.68398,5.91003,5.45793,5.22917,6.13833,5.96894,5.3996,5.85508,5.51289,5.89922,6.12745,5.44731
7.10526,6.14161,6.32592,5.95853,5.83478,6.45037,6.63143,5.65175,5.89506,6.3882,6.31227,6.43666,6.3113,5.66813,5.89354,5.44271,5.21458,6.12121,5.95229,5.38453,5.83875,5.49751,5.88276,6.11035,5.43211
7.11741,6.12449,6.30828,5.94192,5.81852,6.43239,6.61294,5.63599,5.87862,6.3704,6.29467,6.41872,6.29371,5.65231,5.8771,5.42753,5.20003,6.10413,5.93569,5.36951,5.82246,5.48218,5.86635,6.09331,5.41696
7.12955,6.10741,6.29069,5.92535,5.8023,6.41445,6.59451,5.62028,5.86223,6.35264,6.27712,6.40083,6.27616,5.63655,5.8607,5.41238,5.18553,6.0871,5.91913,5.35453,5.80622,5.46688,5.84999,6.07631,5.40185
7.1417,6.09038,6.27316,5.90883,5.78612,6.39657,6.57612,5.60461,5.84589,6.33493,6.25962,6.38298,6.25866,5.62082,5.84436,5.39729,5.17106,6.07012,5.90262,5.3396,5.79002,5.45163,5.83367,6.05936,5.38678
7.15385,6.07341,6.25567,5.89236,5.76999,6.37874,6.55779,5.58899,5.82959,6.31727,6.24217,6.36519,6.24121,5.60514,5.82805,5.38223,5.15664,6.05319,5.88615,5.3247,5.77387,5.43642,5.81739,6.04246,5.37175
7.16599,6.05647,6.23823,5.87593,5.7539,6.36095,6.5395,5.57341,5.81334,6.29965,6.22477,6.34744,6.22381,5.58951,5.81179,5.36722,5.14225,6.0363,5.86973,5.30985,5.75776,5.42126,5.80117,6.0256,5.35677
7.17814,6.03959,6.22084,5.85955,5.73786,6.34322,6.52127,5.55787,5.79713,6.28209,6.20741,6.32974,6.20646,5.57391,5.79558,5.35224,5.12791,6.01946,5.85336,5.29503,5.7417,5.40613,5.78498,6.00879,5.34182
7.19028,6.02275,6.20349,5.84322,5.72186,6.32554,6.50309,5.54237,5.78097,6.26458,6.19011,6.3121,6.18916,5.55836,5.77941,5.33731,5.1136,6.00267,5.83703,5.28026,5.72568,5.39105,5.76885,5.99203,5.32692
7.20243,6.00596,6.1862,5.82692,5.70591,6.3079,6.48496,5.52692,5.76485,6.24711,6.17285,6.2945,6.1719,5.54286,5.76329,5.32242,5.09934,5.98593,5.82074,5.26553,5.70971,5.37601,5.75275,5.97531,5.31206
7.21457,5.98921,6.16895,5.81068,5.69,6.29031,6.46688,5.51151,5.74878,6.22969,6.15564,6.27695,6.1547,5.5274,5.74721,5.30758,5.08511,5.96923,5.80451,5.25084,5.69378,5.36102,5.7367,5.95864,5.29724
7.22672,5.97252,6.15175,5.79448,5.67414,6.27278,6.44885,5.49615,5.73275,6.21232,6.13848,6.25945,6.13754,5.51198,5.73118,5.29277,5.07093,5.95258,5.78831,5.2362,5.6779,5.34606,5.7207,5.94202,5.28247
7.23887,5.95586,6.1346,5.77832,5.65832,6.25529,6.43087,5.48082,5.71677,6.195,6.12136,6.242,6.12042,5.4966,5.71519,5.278,5.05678,5.93597,5.77217,5.22159,5.66206,5.33115,5.70474,5.92545,5.26773
7.25101,5.93926,6.1175,5.76221,5.64254,6.23785,6.41294,5.46554,5.70083,6.17773,6.1043,6.22459,6.10336,5.48127,5.69925,5.26328,5.04267,5.91941,5.75607,5.20702,5.64626,5.31628,5.68883,5.90892,5.25303
7.26316,5.9227,6.10044,5.74615,5.62681,6.22046,6.39506,5.4503,5.68494,6.16051,6.08728,6.20724,6.08634,5.46598,5.68335,5.2486,5.02861,5.9029,5.74001,5.1925,5.63051,5.30145,5.67296,5.89243,5.23838
7.2753,5.90619,6.08343,5.73013,5.61112,6.20311,6.37723,5.43511,5.66909,6.14333,6.0703,6.18993,6.06937,5.45073,5.6675,5.23396,5.01458,5.88643,5.724,5.17801,5.6148,5.28666,5.65713,5.87599,5.22377
7.28745,5.88972,6.06647,5.71415,5.59548,6.18582,6.35945,5.41995,5.65328,6.1262,6.05338,6.17267,6.05245,5.43552,5.65169,5.21936,5.00059,5.87001,5.70803,5.16357,5.59914,5.27191,5.64135,5.8596,5.20919
